02.02.2021 16:10,"3,7323"
02.02.2021 18:19,"3,7323"
02.02.2021 19:22,"3,7323"
05.02.2021 14:30,"3,7509"
09.02.2021 14:30,"3,7301"
09.02.2021 17:27,"3,7301"
01.03.2021 5:36,"3,7247"
02.03.2021 18:42,"3,7572"
08.03.2021 20:18,"3,8393"
12.03.2021 20:52,"3,8287"
01.04.2021 7:05,"3,9676"
13.04.2021 13:33,"3,8144"
29.04.2021 14:18,"3,7939"
01.05.2021 0:14,"3,7746"
11.05.2021 15:26,"3,7493"
17.05.2021 15:17,"3,7374"
01.06.2021 10:30,"3,6724"
11.06.2021 18:05,"3,6821"
17.06.2021 17:59,"3,7336"
24.06.2021 16:12,"3,7878"
29.06.2021 15:02,"3,7762"
01.07.2021 10:28,"3,8035"
02.07.2021 4:39,"3,8149"
12.07.2021 16:17,"3,8427"
12.07.2021 16:18,"3,8427"
20.07.2021 10:35,"3,8968"
01.08.2021 9:28,"3,841"
04.08.2021 18:46,"3,8315"
05.08.2021 18:45,"3,8366"
17.08.2021 13:30,"3,873"
23.08.2021 14:22,"3,9301"
23.08.2021 14:31,"3,9301"
02.09.2021 10:20,"3,8238"
02.10.2021 5:36,"3,9678"
05.10.2021 13:33,"3,9368"
27.10.2021 18:33,"3,974"
03.11.2021 6:46,"3,9772"
08.11.2021 16:58,"3,9911"
02.12.2021 8:31,"4,1051"
